"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year"
"Mackerel bullet",471,0,0,0,0,0,0,0,0,0,0,0,471,2000
"Mackerel jack",77680,212069,240916,205809,233125,1254405,121094,27866,14072,124669,102853,183954,2798511,2000
"Mackerel unspecified",0,0,0,0,0,8,0,0,0,0,473,0,481,2000
"Midshipman plainfin",30,0,5,0,0,0,0,0,0,0,0,25,60,2000
"Mudsucker longjaw",0,0,0,0,0,0,0,0,0,0,5,0,5,2000
"Mullet striped",0,142,0,0,19,0,0,0,0,0,0,0,161,2000
"Oilfish",0,0,0,0,0,0,55,0,543,577,1159,620,2954,2000
"Opah",38057,120,95,0,2207,2080,521,6263,16463,18981,13686,28750,127223,2000
"Opaleye",1214,2239,2254,260,528,128,516,93,100,46,1,2,7381,2000
"Queenfish",30,0,0,0,71,0,390,3,122,0,0,255,871,2000
"Ratfish spotted",0,181,0,0,0,0,0,0,0,0,0,0,181,2000
"Ray Pacific electric",15,106,10,0,31,0,10,270,60,120,0,45,667,2000
"Ray bat",0,0,0,0,220,297,315,162,289,0,0,29,1312,2000
"Ray unspecified",0,0,0,245,0,8,0,0,0,112,515,250,1130,2000
"Rockfish China",574,145,318,435,927,1345,2058,2067,1967,1177,766,568,12350,2000
"Rockfish Pacific ocean perch",124,18,92,1004,1104,514,2994,0,1288,22,0,0,7160,2000
"Rockfish aurora",70,0,925,122,101,41,54,37,75,18,0,81,1524,2000
"Rockfish bank",9712,2756,735,4012,5182,22274,3726,18694,16667,41455,32339,22874,180425,2000
"Rockfish blackandyellow",1413,373,713,1161,2581,5238,5331,6227,3888,1844,1547,1680,31997,2000
"Rockfish black",3146,1348,2032,3517,7247,9961,15923,17300,22645,12988,11314,3182,110603,2000
"Rockfish blackgill",5717,3350,6670,9614,4368,7412,8216,14956,7940,7392,13647,9812,99094,2000
"Rockfish blue",183,410,136,288,761,721,1790,2167,3524,2859,1625,3314,17777,2000
"Rockfish bocaccio",1893,477,2055,4770,6083,8803,4735,4463,6309,6449,4386,4211,54632,2000
"Rockfish bronzespotted",0,0,0,12,0,0,37,0,0,12,0,0,61,2000
"Rockfish brown",235,173,872,2411,1348,2463,3343,3293,2523,2627,3276,6514,29078,2000
"Rockfish canary",430,445,439,3064,2142,4139,6591,5401,6012,3665,1899,1237,35463,2000
"Rockfish chilipepper",44580,18952,83441,111186,60609,116281,52015,103845,112044,79637,104321,91304,978216,2000
"Rockfish copper",796,184,763,591,1759,3015,2341,2823,2499,2849,1743,2604,21967,2000
"Rockfish cowcod",48,69,49,145,118,224,171,314,283,118,21,62,1622,2000
"Rockfish darkblotched",5181,1210,3049,4748,6425,2734,214,573,630,0,359,0,25124,2000
"Rockfish flag",0,27,0,3,15,9,1,6,0,169,36,15,279,2000
"Rockfish gopher",3316,824,3189,3617,4881,8806,6657,10628,8004,7179,9167,11622,77890,2000
"Rockfish grass",763,408,1701,3847,4177,7194,8536,13975,10164,4736,3237,4057,62794,2000
"Rockfish greenblotched",0,0,0,0,0,0,79,115,0,138,0,145,477,2000
"Rockfish greenspotted",265,49,301,4,991,1258,1242,931,608,507,57,264,6478,2000
"Rockfish greenstriped",25,0,232,347,24,264,26,13,32,0,9,14,986,2000
"Rockfish group blackblue",0,0,0,0,0,0,0,48,0,0,0,0,48,2000
"Rockfish group bolina",1439,808,798,482,1167,7901,4331,13749,7491,7107,9953,12224,67449,2000
"Rockfish group canaryvermili",0,0,0,0,0,0,0,0,0,0,18,5,23,2000
"Rockfish group deepwater reds",15,0,20,0,38,180,0,0,0,0,0,18,271,2000
"Rockfish group gopher",748,597,46,38,297,940,1291,3834,2230,1068,381,590,12059,2000
"Rockfish group nearshore",93,186,155,68,32,605,1203,1369,1398,1111,170,358,6748,2000
"Rockfish group red",1304,881,1756,2977,5257,5068,3618,3147,3560,3530,4547,4666,40312,2000
"Rockfish group rosefish",22041,10901,6950,14613,12065,15600,5663,18831,28533,15166,26659,11569,188591,2000
"Rockfish group shelf",224,10,846,2047,9619,9131,4546,6148,3389,3519,2602,964,43043,2000
"Rockfish group slope",9082,11270,2935,30965,37408,31819,68089,57357,68951,30652,59050,21733,429310,2000
"Rockfish group small",120,40,1020,1383,3045,2259,2477,298,1083,312,237,107,12382,2000
"Rockfish kelp",126,49,123,128,160,239,326,358,240,101,158,210,2218,2000
"Rockfish olive",0,0,328,0,88,367,333,604,157,95,72,143,2186,2000
"Rockfish quillback",546,33,272,335,653,779,972,1271,4068,2771,856,1298,13852,2000
"Rockfish redbanded",671,0,24,48,317,178,189,922,2306,3364,26,2099,10143,2000
"Rockfish rosethorn",0,0,15,0,23,27,20,9,52,83,0,58,286,2000
"Rockfish rosy",0,0,0,100,0,13,65,0,4,0,115,0,297,2000
"Rockfish shortbelly",0,0,0,3640,4,5066,0,0,0,0,0,0,8710,2000
"Rockfish speckled",0,0,0,0,0,4,0,39,0,0,173,8,224,2000
"Rockfish splitnose",7821,397,1449,18349,6722,4007,892,511,1724,546,5864,2586,50868,2000
"Rockfish starry",33,0,14,19,10,38,22,16,1,0,150,32,334,2000
"Rockfish stripetail",0,0,0,0,0,0,0,0,0,0,15,0,15,2000
"Rockfish swordspine",0,0,0,0,0,1778,0,0,0,0,0,0,1778,2000
"Rockfish treefish",0,1,176,254,270,654,690,473,457,235,202,308,3720,2000
"Rockfish unspecified",1595,4010,2555,5176,2659,4717,3450,10612,7438,2147,2625,3564,50549,2000
"Rockfish vermilion",1313,511,637,569,1787,2278,3103,2664,3670,2149,1812,2358,22851,2000
"Rockfish widow",97320,45537,159382,122271,49589,131410,145636,125204,243679,265120,181626,42457,1609230,2000
"Rockfish yelloweye",145,76,150,178,665,906,603,1108,2077,767,367,239,7278,2000
"Rockfish yellowtail",358,404,174,520,27075,28684,18916,5673,16487,9626,1197,1552,110665,2000
"Sablefish",132660,104917,173017,239687,192841,292345,387621,993752,422148,383571,460850,352656,4136065,2000
"Salmon Chinook",0,0,0,0,1889484,1535869,585850,342439,775337,8945,0,0,5137923,2000
"Salmon Roe Chinook Coho",0,0,0,0,0,1,21,101,185,0,0,1260,1567,2000
"Salmon",0,0,0,0,171,0,165,0,221,0,0,0,557,2000
"Sanddab Pacific",0,4311,0,0,0,0,2987,3014,100,0,0,34,10446,2000
"Sanddab",68458,17902,96195,105645,75730,154033,155363,284465,212060,285241,124006,52100,1631198,2000
"Sardine Pacific",13872554,18428692,21744435,8784292,4354590,2920979,3770973,6348966,11738897,9875772,5217641,11135164,118192953,2000
"Scorpionfish California",1110,281,2740,2069,2307,5920,6183,3507,1372,2651,4260,8853,41252,2000
"Sculpin staghorn",314,44,14,86,249,168,50,289,1006,1112,429,454,4216,2000
"Seabass white",4386,10574,5609,306,381,92261,58368,24356,5638,8016,4938,2736,217569,2000
"Shad American",0,0,0,0,0,0,0,2,0,0,4,0,6,2000
"Shad threadfin",5391,0,0,0,0,18,598,2717,7488,8229,13384,14416,52241,2000
"Shark Pacific angel",7363,6399,3419,2369,1414,2311,1166,1058,911,3622,1500,5886,37417,2000
"Shark basking",0,0,0,0,76,0,0,0,0,0,0,0,76,2000
"Shark bigeye thresher",155,0,0,0,2001,1162,797,238,233,849,0,503,5938,2000
"Shark blue",0,0,0,73,0,27,58,144,0,82,0,0,384,2000
"Shark brown smoothhound",329,174,431,126,137,443,65,418,95,131,1433,773,4554,2000
"Shark dusky",0,0,371,0,0,0,0,0,0,0,0,0,371,2000
"Shark gray smoothhound",0,650,33,0,30,25,3,44,0,56,52,0,893,2000
"Shark horn",0,21,0,0,0,0,0,0,0,44,0,0,65,2000
"Shark leopard",1119,1422,1677,2878,3258,2075,3013,2461,1556,1309,841,1492,23100,2000
"Shark pelagic thresher",0,0,70,0,18,7,0,85,745,2331,788,161,4205,2000
"Shark sevengill",4,0,7,12,7,0,0,10,0,0,0,0,40,2000
"Shark shortfin mako",6690,964,1527,349,419,8019,19454,14938,20897,23996,13867,10504,121624,2000
"Shark sixgill",0,0,0,0,0,0,15,0,0,0,0,0,15,2000
"Shark smooth hammerhead",0,0,0,0,0,50,0,0,0,0,0,0,50,2000
"Shark soupfin",4451,4072,1963,2377,3554,11645,9143,6776,2942,1188,5327,5025,58462,2000
"Shark spiny dogfish",6209,1863,512,482,2291,1942,2396,11327,3203,0,538,822,31584,2000
"Shark thresher",29126,3219,86,743,78254,38652,45240,13526,14412,11996,41310,48850,325414,2000
"Shark unspecified",773,157,1151,4621,550,667,18,527,536,76,1555,1085,11716,2000
"Shark white",0,0,0,0,0,88,61,0,0,0,1700,0,1849,2000
"Sharks cow",0,0,0,75,0,0,80,30,0,188,0,0,373,2000
"Sheephead California",12522,1689,13814,19594,9569,23650,14243,16300,21048,9767,16848,14570,173615,2000
"Silversides",0,0,0,0,0,0,0,0,5,0,0,232,237,2000
"Skate California",1779,0,0,0,0,0,0,0,0,0,0,3,1782,2000
"Skate big",0,0,0,19,0,0,0,0,0,0,0,0,19,2000
"Skate unspecified",95903,79860,42411,158659,153826,127867,161101,123495,159678,84657,48213,36024,1271691,2000
"Smelt night",376,31491,133293,162655,113878,63538,50927,24295,599,0,0,0,581052,2000
"Smelt surf",0,748,2728,15550,45677,69350,78888,12209,2089,1558,7,0,228804,2000
"Smelts true",0,0,0,180,0,9,0,2,0,200,0,0,391,2000
"Sole Dover",553209,442557,633894,1213180,402644,546587,698917,453413,845355,359366,670608,487483,7307213,2000
"Sole English",22580,11582,25606,95429,46977,61299,59366,88099,94090,94559,47699,28052,675338,2000
"Sole bigmouth",0,0,4,0,0,143,0,0,0,0,0,0,147,2000
"Sole butter",0,0,0,0,0,0,0,0,0,0,50,0,50,2000
"Sole fantail",0,0,0,65,264,0,155,8,0,36,0,107,635,2000
"Sole petrale",427779,136767,27728,139083,56903,49851,52462,84392,58655,63243,78512,235663,1411037,2000
"Sole rex",60608,37348,34802,56489,26798,32275,45430,40659,53163,30289,42346,41211,501417,2000
"Sole rock",1386,658,1225,1442,3202,3279,865,330,1034,553,1142,1427,16542,2000
"Sole sand",7047,8417,4549,6062,2832,22421,6576,4631,1858,8020,4601,7204,84218,2000
"Sole unspecified",1472,1254,2151,3181,2060,2700,1841,1175,1093,4159,4120,4086,29292,2000
"Stickleback threespine",9,13,13,6,7,11,7,9,16,9,12,12,123,2000
"Stingray",0,0,0,0,0,0,0,0,0,0,300,178,478,2000
"Surfperch barred",2152,440,970,2991,0,0,277,396,552,514,457,744,9493,2000
"Surfperch black",0,114,311,173,0,0,0,233,29,52,123,96,1131,2000
"Surfperch pile",108,124,10,156,0,0,0,0,0,0,0,0,398,2000
"Surfperch rainbow",4,1,0,20,2,2,15,0,0,1,0,4,48,2000
"Surfperch redtail",1873,367,679,4081,0,0,8553,8040,2860,543,96,601,27692,2000
"Surfperch rubberlip",181,55,57,14,0,1163,236,0,0,20,0,0,1726,2000
"Surfperch shiner",0,0,0,0,0,0,0,82,0,0,0,0,82,2000
"Surfperch unspecified",1038,384,2670,2131,171,75,347,637,1162,660,1979,1488,12741,2000
"Surfperch walleye",0,0,36,0,0,0,0,0,0,0,0,0,36,2000
"Surfperch white",500,632,101,1656,0,0,0,0,0,0,0,0,2888,2000
"Swordfish",640443,368435,100920,0,6813,27572,31158,65998,335947,744458,777361,949081,4048187,2000
"Thornyhead longspine",237238,188445,217059,340410,84613,86072,122609,85159,160980,68492,206690,166264,1964031,2000
"Thornyhead shortspine",96516,56011,69584,95790,34017,28308,45199,35780,49451,20871,68811,47556,647893,2000
"Thornyheads",5584,1981,36954,8467,11819,11498,9937,8559,12687,5242,32938,30121,175785,2000
"Tomcod Pacific",0,0,0,0,0,0,0,0,32,41,0,0,73,2000
"Topsmelt",0,0,0,0,0,0,220,60,80,621,0,0,981,2000
"Triggerfish",0,0,0,0,3,0,0,0,0,0,0,0,3,2000
"Tuna albacore",11000,2119,675,0,145,74019,311361,149083,1545410,1894060,127607,35207,4150686,2000
"Tuna bigeye",45361,32281,13695,0,3296,5030,656,981,26590,17725,6701,4720,157035,2000
"Tuna bluefin",12777,1839,293,0,0,77412,333064,149061,32222,22901,34485,15170,679223,2000
"Tuna skipjack black",0,0,0,0,0,0,0,0,0,53,0,0,53,2000
"Tuna skipjack",0,314630,83118,1221202,0,496,0,724,9248,1253,0,88888,1719559,2000
"Tuna unspecified",185,0,0,0,0,0,0,800,121,649,0,223,1978,2000
"Tuna yellowfin",130585,198017,58178,1214857,62665,873,27217,254084,417569,97593,317,92427,2554382,2000
"Turbot",160,115,442,295,235,251,536,640,357,960,386,90,4467,2000
"Wahoo",0,0,0,0,0,213,27,0,222,0,0,0,462,2000
"Whitefish ocean",1038,252,1065,960,568,720,699,407,874,1036,514,853,8986,2000
"Whiting Pacific",5,0,20,888142,6119297,3500977,478759,2118,424,2524,48,191,10992504,2000
"Yellowtail",259,2377,264,1593,2512,16734,32744,30470,10154,12267,386,300,110060,2000
"Crab Dungeness",1134167,459726,194987,236655,118226,57055,11569,514,0,400,684420,3595191,6492910,2000
"Crab box",37,19,467,1198,37,533,63,97,0,27,67,446,2991,2000
"Crab claws",354,69,49,309,116,152,100,191,34,46,124,165,1707,2000
"Crab king",0,0,27,213,175,197,181,268,167,0,0,0,1228,2000
"Crab pelagic red",0,0,0,0,0,0,0,0,0,10,0,0,10,2000
"Crab red rock",100,60,10,0,110,396,2,0,0,400,0,0,1077,2000
"Crab rock unspecified",59166,70188,110189,96063,97516,106218,119212,108028,102119,73685,62798,83512,1088695,2000
"Crab sand",0,0,0,2,11,3,5,6,4,0,0,0,31,2000
"Crab shore",0,0,0,0,9,0,0,0,0,0,0,0,9,2000
"Crab spider",4560,4269,4350,1699,1628,4523,5555,7032,5846,4351,6068,6130,56010,2000
"Crab tanner",0,0,22,0,0,0,0,0,0,0,0,0,22,2000
"Crab yellow rock",27,0,120,70,0,0,0,3,0,1118,0,0,1338,2000
"Crayfish red swamp",0,0,0,0,0,0,0,150,2341,0,0,0,2491,2000
"Crayfish signal",30,22,0,0,0,0,0,0,0,0,0,0,52,2000
"Crayfish unspecified",395,385,160,435,3837,4846,3645,58867,9139,6141,739,2374,90963,2000
"Crustacean unspecified",9,0,0,33,0,30,0,2,0,2,0,4,79,2000
"Lobster California spiny",68059,66139,33419,64,0,427,0,107,0,306090,139440,91960,705704,2000
"Prawn ridgeback",252907,140542,191581,214679,158804,1399,873,222,785,260610,182303,160302,1565009,2000
"Prawn spot",38449,47260,45985,36241,36661,51385,32893,50015,47185,50789,5496,4764,447124,2000
"Shrimp bay",7027,3288,791,3391,8012,4862,6298,9609,11016,11400,11398,14655,91747,2000
"Shrimp brine",10811,29001,49153,84046,124019,214752,194348,189389,149741,55673,15720,12150,1128803,2000
"Shrimp coonstriped",120,0,8,0,6420,19371,17941,17912,12117,11744,735,0,86369,2000
"Shrimp ghost",9,18,20,21,31,36,149,25,13,8,6,6,343,2000
"Shrimp mantis",241,231,970,1325,1480,248,11,0,0,13,102,720,5342,2000
"Shrimp ocean pink",230,0,0,301805,243763,515735,306868,975565,41009,74066,16,38,2459095,2000
"Shrimp unspecified",0,0,0,0,0,0,0,0,0,0,0,30,30,2000
"Bryozoan",0,0,0,0,0,0,0,0,0,30,60,0,90,2000
"Echinoderm unspecified",0,5,0,0,20,0,10,10,80,0,0,0,125,2000
"Sand dollar",0,0,30,0,0,0,0,0,0,27,5,0,62,2000
"Sea cucumber unspecified",6193,17591,74863,75555,71360,201048,89468,76903,17994,3186,4015,4284,642459,2000
"Sea stars",0,5,2,25,11,50,10,25,0,0,1,0,129,2000
"Sea urchin purple",5122,1041,1702,246,450,1736,1161,210,150,12485,6219,5737,36259,2000
"Sea urchin red",1614643,408268,929990,1463892,1116282,1119269,365625,1411647,1462842,1658487,1665044,1950165,15166155,2000
"Sea urchin white",0,0,0,55,210,155,905,993,825,40,0,0,3183,2000
"Abalone black",0,0,0,0,0,0,0,0,0,0,2,0,2,2000
"Chiton unspecified",0,0,0,0,0,0,0,0,0,0,0,2,2,2000
"Clam California jackknife",68,49,75,0,85,71,59,148,113,45,52,34,799,2000
"Clam rosy razor",0,3,0,0,0,0,0,0,0,0,0,0,3,2000
"Clam unspecified",0,0,26,105,0,0,0,0,0,0,0,31,162,2000
"Limpet unspecified",80,70,248,130,164,90,160,150,100,21,150,60,1422,2000
"Mussel",720,502,445,820,373,48,228,614,528,300,25,0,4603,2000
"Octopus unspecified",313,228,493,337,131,64,99,749,814,625,243,411,4505,2000
"Sea hare",635,301,725,520,397,560,417,410,525,375,390,245,5500,2000
"Sea slug",0,0,0,0,0,0,0,25,0,0,0,0,25,2000
"Snail bubble",5,10,32,0,20,30,15,10,0,18,0,0,140,2000
"Snail sea",48,479,471,580,0,224,82,130,66,0,0,0,2080,2000
"Snail top",1352,4,2128,2763,1480,6532,6384,1015,2519,457,1355,164,26153,2000
"Snails moon",452,1,62,71,0,0,2,0,304,55,70,215,1231,2000
"Squid jumbo",3,0,0,365,71,0,0,0,586,0,0,0,1025,2000
"Squid market",42813245,20350632,5680659,12558989,13059556,7936857,5397885,2268049,4409020,24804516,61444557,61216603,261940567,2000
"Whelk Kellets",3571,2417,4716,2385,1953,2274,2777,4861,3294,2325,5223,6922,42716,2000
"Algae marine",0,2,0,0,0,30,0,0,0,0,0,0,32,2000
"Kelp",0,0,0,0,700,0,800,0,0,70,50,0,1620,2000
"Invertebrate Unspecified",0,0,40,0,0,5,100,0,0,30,55,0,230,2000
"Invertebrates colonial",102,151,37,131,75,4,75,1,83,105,125,25,914,2000
"Sea pansy",0,0,1,0,0,0,0,0,0,0,0,0,1,2000
"Tunicates",11,0,2,0,0,6,10,29,2,0,0,0,60,2000
"Worms marine",0,17,13,35,31,400,4,4,6,8,7,5,529,2000
