"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year"
"Rockfish cowcod",0,0,26,17,128,309,70,106,502,20,8,44,1231,2017
"Rockfish darkblotched",56,734,1317,2078,2610,1901,2509,1717,1833,363,966,1693,17777,2017
"Rockfish flag",98,10,0,0,45,25,23,50,9,48,56,75,438,2017
"Rockfish gopher",3820,4332,0,0,4588,4780,8604,7377,7225,5509,6523,7047,59806,2017
"Rockfish grass",814,386,0,0,3601,1929,3271,2163,5840,1330,2895,1563,23791,2017
"Rockfish greenblotched",0,4,1,0,0,39,30,16,9,23,0,2,125,2017
"Rockfish greenspotted",188,187,7,54,383,428,472,245,484,533,704,748,4433,2017
"Rockfish greenstriped",6,12,33,7,72,94,168,94,281,113,143,201,1224,2017
"Rockfish group blackblue",0,0,0,0,0,0,0,0,0,0,0,11,11,2017
"Rockfish group bolina",0,0,0,0,0,0,0,0,0,29,17,55,101,2017
"Rockfish group deep nearsho",0,0,0,0,0,0,0,3,265,26,84,0,377,2017
"Rockfish group nearshore",0,0,0,0,0,6,0,0,0,2,0,75,83,2017
"Rockfish group red",10,11,0,0,60,39,9,4,83,596,167,51,1030,2017
"Rockfish group shelf",53,14,41,514,2504,7419,11822,22736,9965,5423,184,599,61272,2017
"Rockfish group slope",32,1437,1681,2385,3710,6528,2959,4144,5021,2180,2274,1883,34234,2017
"Rockfish group small",0,0,0,0,0,219,1,0,0,0,230,1,452,2017
"Rockfish honeycomb",7,0,0,0,0,0,2,1,0,0,0,0,10,2017
"Rockfish kelp",129,102,0,0,166,91,228,142,167,137,174,219,1555,2017
"Rockfish olive",3,114,41,0,13,19,62,97,144,29,18,33,572,2017
"Rockfish pink",0,0,0,0,0,0,0,37,97,179,56,162,532,2017
"Rockfish quillback",37,67,15,46,437,363,495,1226,1020,725,223,390,5043,2017
"Rockfish redbanded",16,1,3,99,2,350,22,115,45,662,129,139,1583,2017
"Rockfish rosethorn",0,0,0,0,32,40,29,16,22,24,33,95,292,2017
"Rockfish rosy",59,29,0,0,19,42,33,53,55,12,16,14,332,2017
"Rockfish rougheye",0,30,60,126,90,51,39,45,6,40,38,10,535,2017
"Rockfish shortbelly",0,0,0,321,234,107,69,30,28,152,3,0,944,2017
"Rockfish shortraker",0,0,0,0,14,0,12,0,0,13,22,0,61,2017
"Rockfish speckled",159,72,0,0,15,81,156,66,70,156,78,91,943,2017
"Rockfish splitnose",251,262,980,4049,25,800,2111,54,3883,409,538,8661,22023,2017
"Rockfish squarespot",27,29,0,0,79,7,3,32,0,1,72,18,269,2017
"Rockfish starry",241,109,18,0,299,67,296,313,227,276,334,185,2366,2017
"Rockfish stripetail",0,0,0,0,35,98,52,2,35,8,32,1,263,2017
"Rockfish treefish",597,467,0,0,564,341,746,486,387,464,670,414,5135,2017
"Rockfish unspecified",328,64,9,0,35,58,61,232,204,407,41,0,1438,2017
"Rockfish vermilion",4182,6547,50,56,8554,11370,13918,13782,12373,9288,10539,13787,104446,2017
"Rockfish widow",141,1448,67,190,1775,1701,61535,1136,549,43819,964,1051,114376,2017
"Rockfish yelloweye",0,0,1,0,2,4,0,3,153,0,0,34,197,2017
"Rockfish yellowtail",114,311,44,951,3874,1643,1445,2994,2964,2342,1080,2457,20219,2017
"Sablefish",110395,137622,228214,370429,312440,305189,232053,432784,457112,463518,292180,269191,3611126,2017
"Salmon Chinook",32,0,0,16,58899,87469,667,214838,118651,15849,6,133,496560,2017
"Salmon Roe Chinook Coho",0,0,0,0,0,10,0,195,312,86,0,0,602,2017
"Sanddab Pacific",0,0,6,346,78,1252,120,6844,256,3106,0,0,12008,2017
"Sanddab",89,477,545,1254,13976,17982,13422,28837,6740,9218,2500,2081,97121,2017
"Sardine Pacific",40591,0,19679,30221,139302,153025,44190,17334,113671,314765,34877,45236,952891,2017
"Sargo",0,0,0,0,0,0,0,0,0,0,3,0,3,2017
"Scorpionfish California",55,76,0,0,509,836,457,614,161,204,233,308,3454,2017
"Sculpin staghorn",0,0,0,0,0,3,27,45,110,92,98,53,428,2017
"Seabass white",967,3643,10398,542,312,83780,92952,16129,7209,5640,2280,5061,228912,2017
"Seaperch striped",279,167,569,296,0,0,0,0,0,0,185,690,2186,2017
"Shad American",0,0,0,185,44,2,199,10,1,0,1,12,454,2017
"Shad threadfin",0,0,0,620,1377,270,1050,2050,1540,3855,3940,2080,16782,2017
"Shark Pacific angel",2181,1275,1563,1285,1699,3142,4004,2188,669,974,825,1191,20996,2017
"Shark bigeye thresher",0,0,0,0,125,881,0,0,327,212,95,478,2118,2017
"Shark blue",0,0,0,0,25,0,12,6,0,0,16,2,61,2017
"Shark brown smoothhound",49,19,18,26,188,43,193,13,0,27,0,7,583,2017
"Shark gray smoothhound",0,0,0,0,7,0,0,0,0,0,0,0,7,2017
"Shark horn",3,0,0,0,0,5,0,15,0,0,0,0,23,2017
"Shark leopard",795,1952,864,474,624,448,533,369,144,198,266,797,7463,2017
"Shark pelagic thresher",0,0,0,0,0,0,0,12,0,5805,0,0,5817,2017
"Shark salmon",98,0,0,0,0,0,0,0,0,0,0,0,98,2017
"Shark sevengill",0,88,0,0,304,189,0,147,35,157,190,0,1111,2017
"Shark shortfin mako",2092,1126,4884,0,4353,3285,4685,5923,3275,9508,9752,8887,57770,2017
"Shark soupfin",599,1080,912,826,807,707,1008,389,497,1117,3105,2857,13906,2017
"Shark spiny dogfish",88,22,29,15,99,361,163,118,274,71,689,2214,4142,2017
"Shark swell",15,129,0,0,0,8,0,62,64,7,0,45,329,2017
"Shark thresher",20190,179,6577,1258,8714,6423,11160,3292,722,3602,10388,12564,85068,2017
"Shark unspecified",701,902,285,275,186,198,683,444,522,416,230,0,4841,2017
"Shark white",0,0,0,0,0,0,0,0,0,0,0,130,130,2017
"Sheephead California",4328,5709,0,0,4054,10719,9303,4581,3955,1412,2673,4290,51025,2017
"Skate California",9,0,55,114,0,178,33,90,19,13,68,112,691,2017
"Skate big",0,0,691,846,10998,8481,9991,12140,6296,663,3012,240,53358,2017
"Skate longnose",2227,12172,28395,27963,33086,27317,16796,36386,37171,34030,41665,26251,323459,2017
"Skate thornback",0,0,0,0,0,0,0,0,0,8,0,0,8,2017
"Skate unspecified",775,567,1632,1033,837,2194,1639,169,3583,1509,2085,2735,18758,2017
"Smelt night",1004,12387,46075,50577,90984,58705,23145,5106,0,0,0,0,287983,2017
"Smelt surf",0,0,0,341,0,30,218,98,1,0,0,0,689,2017
"Smelts true",0,0,0,0,0,0,0,0,0,0,0,21,21,2017
"Sole Dover",74522,243633,511843,344208,236019,356076,242971,439748,369334,399086,313656,374135,3905231,2017
"Sole English",532,1162,3303,9799,33797,38326,49048,45071,27732,6288,7729,4887,227674,2017
"Sole bigmouth",1,0,0,0,0,0,0,0,0,0,0,0,1,2017
"Sole curlfin",43,83,96,168,95,3,5,177,117,483,213,6,1489,2017
"Sole fantail",89,111,136,20,32,213,523,575,281,34,55,78,2146,2017
"Sole petrale",64139,141649,106372,36367,108070,118993,140447,145162,123464,115257,88655,177892,1366465,2017
"Sole rex",2723,11993,15492,19171,19872,12061,12138,21087,21440,11131,13566,26005,186679,2017
"Sole rock",86,133,75,56,187,217,270,251,205,140,63,118,1802,2017
"Sole sand",352,567,795,308,1011,988,2565,3552,2218,828,416,19,13619,2017
"Sole slender",0,0,0,0,69,41,44,1,10,17,34,24,240,2017
"Sole unspecified",570,158,289,924,777,83,272,212,119,297,128,79,3908,2017
"Splittail",0,601,0,0,0,622,0,0,0,0,0,0,1223,2017
"Stingray",0,0,0,0,0,950,426,30,107,2539,978,27,5057,2017
"Surfperch barred",801,720,1845,1674,7,0,7,179,357,597,912,957,8056,2017
"Surfperch black",143,563,552,288,0,0,3,0,0,2,27,337,1914,2017
"Surfperch calico",18,81,80,96,0,0,0,6,0,0,0,0,281,2017
"Surfperch pile",5,20,11,56,0,0,0,0,0,0,25,20,137,2017
"Surfperch rainbow",0,41,19,60,10,13,2,1,2,0,3,2,153,2017
"Surfperch redtail",100,158,2386,1303,117,0,0,3745,3789,361,666,428,13053,2017
"Surfperch rubberlip",95,63,397,196,0,0,0,38,25,0,9,48,871,2017
"Surfperch shiner",0,0,0,40,97,92,0,0,0,0,9,0,238,2017
"Surfperch silver",0,0,7,3,0,0,0,0,0,0,0,0,10,2017
"Surfperch unspecified",203,239,50,54,2,1,0,0,79,0,4,0,631,2017
"Surfperch walleye",0,1,0,48,0,0,0,0,0,0,10,0,59,2017
"Surfperch white",5,35,24,0,0,0,0,0,0,0,30,11,105,2017
"Swordfish",123255,78521,155425,303,103194,3846,16395,20167,18642,46229,180248,290882,1037106,2017
"Thornyhead longspine",58507,44596,131885,101486,35471,75421,32022,138280,124270,82298,41491,53439,919166,2017
"Thornyhead shortspine",47377,44425,69725,71393,64082,45763,52287,74494,70838,70219,65178,70842,746622,2017
"Thornyheads",178,83,38,400,336,254,195,176,107,189,145,591,2691,2017
"Trawled fish unspecified",65,1495,1132,216,320,11,0,50,738,1575,828,1418,7848,2017
"Triggerfish",0,0,0,0,0,3,0,3,0,0,4,0,10,2017
"Tuna albacore",0,0,34,0,0,164,6112,103308,91245,73556,399,63,274881,2017
"Tuna bigeye",89612,90147,149371,97315,175684,68887,75589,144314,64110,46681,48592,94406,1144708,2017
"Tuna bluefin",842,233,240,0,9905,4642,381168,672560,0,0,0,0,1069589,2017
"Tuna skipjack",1678,520,441,1434,1078,513,50,195,81997,1329,1934,508,91677,2017
"Tuna unspecified",0,0,0,0,313,0,0,19,0,0,0,0,332,2017
"Tuna yellowfin",1381,300,1334,13644,14517,4490,1897001,677660,1207535,8244,11431,14146,3851683,2017
"Turbot hornyhead",0,0,0,0,0,0,2,10,0,0,0,0,12,2017
"Turbot",7,30,167,317,200,51,5,176,217,132,0,204,1506,2017
"Wahoo",1168,1094,2377,2408,4414,720,938,1086,2161,786,1276,2718,21146,2017
"Whitefish ocean",2230,537,250,128,380,92,587,396,655,386,1062,2476,9180,2017
"Whiting Pacific",392,461,47,79,377,863,2581,353,1686,1683,161,2250,10932,2017
"Yellowtail",1682,1046,764,1078,4752,12271,6891,6290,4477,3476,11976,18378,73081,2017
"Crab Dungeness",3239540,1826430,1043620,964072,740056,435871,58074,1586,0,614,3139844,1431064,12880770,2017
"Crab armed box",0,0,0,0,0,0,43,222,103,0,0,0,368,2017
"Crab box",1130,1044,3369,3161,8280,6107,13266,11528,2860,4088,5747,9202,69781,2017
"Crab brown rock",8553,11747,9055,12358,6703,16587,12749,17706,21175,12504,7021,13259,149416,2017
"Crab claws",5,0,0,0,0,0,28,0,82,118,71,21,325,2017
"Crab king",0,40,50,69,646,72,226,498,884,831,632,628,4575,2017
"Crab pelagic red",0,0,0,0,0,5152,1936,0,0,0,0,0,7088,2017
"Crab red rock",32799,35845,32450,39840,44556,68289,75720,75419,51690,41173,39358,41450,578588,2017
"Crab rock unspecified",7516,9286,16903,9581,9227,12687,19075,19901,20303,29240,21445,10070,185233,2017
"Crab shore",0,0,0,0,0,0,0,0,0,0,1,0,1,2017
"Crab southern kelp",0,0,0,0,0,0,0,0,6,8,20,121,155,2017
"Crab spider",8642,10575,6892,5080,1600,2595,5085,5183,5410,11511,10625,10425,83622,2017
"Crab spidersheep claws",91,0,0,0,0,0,0,6,0,128,0,0,225,2017
"Crab tanner",5,0,17,59,22,11,2,6,16,77,114,59,388,2017
"Crab yellow rock",13001,12561,17849,17482,18395,34329,49494,52953,50995,33184,30208,40723,371175,2017
"Crayfish red swamp",0,0,0,0,0,48,0,0,188,0,0,0,236,2017
"Crayfish signal",0,0,0,0,0,814,0,0,0,0,0,0,814,2017
"Crayfish unspecified",0,0,285,285,493,7855,16988,50620,30804,7476,2029,888,117723,2017
"Crustacean unspecified",354,63,0,0,0,0,0,0,0,0,0,0,417,2017
"Lobster California spiny",116702,65295,48511,0,0,0,0,0,0,250095,123593,102181,706378,2017
"Prawn golden",0,0,780,0,0,0,0,0,0,0,0,0,780,2017
"Prawn ridgeback",47222,38117,68019,49719,34520,544,0,0,0,58106,44168,43364,383778,2017
"Prawn spot",21935,39606,50770,41273,43121,33241,43264,62899,44700,63740,5744,14657,464950,2017
"Shrimp bay",28,40,14,17,130,864,2227,1632,1841,2380,2418,2750,14341,2017
"Shrimp brine",0,0,0,0,0,163374,249000,250907,84576,0,0,0,747857,2017
"Shrimp coonstriped",0,0,0,0,7763,24518,22319,21154,15689,19734,0,0,111177,2017
"Shrimp ghost",2,0,0,0,0,0,0,0,0,0,0,0,2,2017
"Shrimp mantis",0,0,11,14,0,0,0,0,0,0,0,0,25,2017
"Shrimp ocean pink",0,0,0,0,535244,1205193,763766,709288,200817,56472,0,0,3470780,2017
"Shrimp unspecified",0,0,1012,67,0,0,0,0,0,0,0,19,1098,2017
"Bat star",0,0,25,8,14,0,965,0,30,6,16,0,1065,2017
"Bryozoan",0,0,0,0,0,0,0,0,0,0,2,0,3,2017
"Sand dollar",2,0,0,0,0,0,0,0,0,0,0,0,2,2017
"Sea cucumber giant red",74,208,1996,2006,2450,4432,22607,10006,3313,1274,219,101,48684,2017
"Sea cucumber unspecified",27,5,50,0,0,0,0,15,0,45,532,0,674,2017
"Sea cucumber warty",270,4406,21363,16405,15027,14667,20358,10728,2186,2,281,742,106436,2017
"Sea stars",33,8,0,1,0,0,0,0,0,25,12,0,80,2017
"Sea urchin Coronado",0,0,0,0,6,0,0,0,0,0,0,0,6,2017
"Sea urchin purple",223,143,70,55,164,946,195,306,266,171,4522,110,7171,2017
"Sea urchin red",439914,302194,443474,229047,362488,161936,390059,390801,362666,266340,409774,419469,4178160,2017
"Sea urchin white",0,0,0,7,0,0,4,0,0,0,280,0,291,2017
"Clam purple",0,0,0,0,0,0,0,0,0,0,220,0,220,2017
"Clam unspecified",0,224,0,0,0,0,0,0,0,0,0,0,224,2017
"Limpet keyhole",0,0,166,8,10,0,5,101,4,189,0,0,483,2017
"Mussel",0,0,0,0,0,0,0,0,0,0,120,0,120,2017
"Octopus unspecified",27,38,372,444,152,250,248,447,162,280,182,252,2855,2017
"Sea hare",273,110,199,165,127,59,63,25,64,0,12,0,1096,2017
"Snail sea",59,87,0,0,0,0,0,0,0,0,0,0,146,2017
"Snail top",2,0,0,0,0,0,160,535,14,8,0,0,719,2017
"Snails moon",72,197,56,87,123,76,77,218,247,266,240,287,1946,2017
"Squid jumbo",0,0,0,3,31,0,0,0,15,0,92,0,141,2017
"Squid market",1626828,33193,1430899,11248525,8257828,10637613,8829519,5983655,3133698,9052051,38588042,38849278,137671129,2017
"Whelk Kellets",10980,8814,9854,46,0,0,13979,11843,10103,12363,6975,9316,94271,2017
"Kelp giant",0,0,0,0,0,0,0,0,0,10,0,0,10,2017
"Invertebrate Unspecified",0,21,115,5,0,0,0,0,0,0,0,0,141,2017
"Spiders sea",306,307,0,0,0,0,0,0,0,0,0,0,613,2017
"Sponges",0,0,2280,0,0,0,0,0,0,0,0,0,2280,2017
"Worms marine",0,0,0,0,0,0,0,0,0,0,38,0,38,2017
