"",Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
"Herring, Pacific...............................",,0,0,0,0,0,100,"97,221","384,817",0,0,0,0,"482,138"
Jacksmelt.......................................,,288,326,325,519,586,573,179,"1,416","4,380",286,621,248,"9,747"
Kelpfishes......................................,,0,0,0,0,0,0,0,0,0,75,0,0,75
Lingcod..........................................,,"3,287","2,914","3,617","2,122","18,167","18,121","27,566","21,891","32,142","9,967",187,0,"139,981"
"Lizardfish, California.......................",,0,0,0,0,0,0,0,0,0,0,0,393,393
Louvar............................................,,0,0,0,0,0,0,0,150,0,34,196,0,380
"Mackerel, Pacific............................",,"115,806","226,541","199,502","517,702","499,093","555,645","376,782","1,294,737","1,474,020","293,475","870,978","727,404","7,151,685"
"Mackerel, bullet..............................",,0,0,0,0,0,0,0,0,0,0,45,0,45
"Mackerel, jack................................",,"28,624","36,319","48,441","52,241","52,037","13,506","56,886","60,140","1,515","66,387","5,270","17,957","439,323"
"Midshipman, plainfin......................",,0,110,350,63,18,0,11,0,0,0,0,0,552
"Mudsucker, longjaw.......................",,0,0,0,0,0,0,0,0,0,65,65,0,130
Oilfish.............................................,,102,0,0,0,0,0,0,0,0,0,0,0,102
Opah..............................................,,"4,562","2,609","2,618",0,99,334,7,85,"2,552","5,031","4,413","10,809","33,119"
"",Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
Fishes,,,,,,,,,,,,,,
Opaleye..........................................,,"1,889",900,508,778,298,326,897,"2,667","1,130","1,096",266,470,"11,224"
"Pomfret, Pacific..............................",,0,68,166,0,0,0,0,0,0,0,0,0,234
"Ratfish, spotted..............................",,2,0,0,0,0,0,0,0,0,0,0,0,2
"Ray, Pacific electric........................",,0,0,60,213,265,41,205,150,0,0,320,176,"1,430"
"Ray, bat.........................................",,34,153,438,"1,574","1,330",584,183,38,599,123,451,196,"5,703"
"Ray, unspecified.............................",,0,0,0,0,10,28,29,898,321,0,0,0,"1,286"
"Rockfish, China..............................",,146,558,18,0,310,755,816,821,"1,632",569,743,326,"6,694"
"Rockfish, Mexican..........................",,19,0,0,0,0,0,0,3,0,0,0,0,22
"Rockfish, Pacific ocean perch........",,0,6,0,0,0,0,2,42,0,0,0,6,56
"Rockfish, aurora.............................",,14,13,10,81,57,88,175,646,128,14,8,8,"1,241"
"Rockfish, bank...............................",,"7,192","5,172",355,"5,137","5,005","2,164",42,"2,136","6,888",100,0,"2,036","36,227"
"Rockfish, black-and-yellow.............",,917,781,0,303,"2,703","2,330","3,930","3,686","4,903",863,"1,620",641,"22,679"
"Rockfish, black...............................",,"1,338","4,133","4,955","6,463","15,390","18,811","23,291","26,835","31,126","14,337","8,141","10,396","165,217"
"Rockfish, blackgill..........................",,"12,102","9,069","15,399","20,048","15,938","5,636","5,340","12,527","3,609","5,004","10,597","7,116","122,385"
"Rockfish, blue................................",,"1,151","3,457","1,937","2,131","1,786","3,298","2,970","5,103","2,647","2,188","3,342","5,281","35,291"
"Rockfish, bocaccio.........................",,"4,737","1,012",280,15,856,575,"1,021","1,877","1,187","3,191",768,237,"15,756"
"Rockfish, bronzespotted.................",,48,0,0,0,0,0,0,0,0,0,0,188,236
"Rockfish, brown..............................",,"1,517","6,149",3,0,"4,562","6,128","4,366","8,783","3,394","3,920","6,444","3,920","49,184"
"Rockfish, canary............................",,0,64,0,42,378,483,"3,032",175,434,0,0,0,"4,608"
"Rockfish, chilipepper......................",,"2,821","2,455","1,566","25,404","29,402","9,196","6,519","21,489","43,444",430,"2,330",178,"145,235"
"Rockfish, copper............................",,397,891,0,0,572,"1,510","1,168","1,955","1,693","1,398","1,278",810,"11,672"
"Rockfish, cowcod...........................",,0,0,0,0,0,0,0,3,0,82,0,0,85
"Rockfish, darkblotched...................",,534,"4,650","1,898","4,610","6,116","6,514","1,033","7,054","2,204",445,238,188,"35,483"
"Rockfish, flag.................................",,16,29,0,0,12,4,8,9,16,11,5,0,110
"Rockfish, gopher............................",,"1,576","3,606",0,0,"3,097","5,784","6,887","6,250","4,648","2,406","3,696","2,510","40,461"
"Rockfish, grass..............................",,"1,206","1,064",0,0,"3,395","3,578","5,038","3,415","6,609","1,480","1,641",504,"27,930"
"Rockfish, greenblotched.................",,0,28,0,0,2,7,85,59,75,17,0,11,283
"Rockfish, greenspotted...................",,37,71,0,0,100,4,73,12,26,293,91,2,708
"Rockfish, greenstriped....................",,37,0,0,0,0,55,15,33,69,0,0,0,209
"Rockfish, group black/blue.............",,0,0,0,0,0,236,11,216,0,0,0,0,463
"Rockfish, group bolina....................",,325,971,238,1,746,"1,337","1,276",999,658,889,297,458,"8,195"
"Rockfish, group deep nearshore.....",,5,3,6,0,9,20,41,6,73,0,8,24,196
"Rockfish, group gopher..................",,16,278,0,0,186,368,574,328,376,235,480,84,"2,924"
"Rockfish, group nearshore.............",,0,0,0,17,18,0,0,0,15,7,0,0,56
"Rockfish, group red........................",,"1,055","2,418",0,6,"1,286","2,184","1,127","2,059","1,830","1,676","1,234","1,299","16,174"
"Rockfish, group rosefish.................",,"45,457","57,211","23,052","12,174","17,447","18,627","16,527","31,075","17,184","5,673","22,160",184,"266,770"
"Rockfish, group shelf......................",,173,461,0,131,709,654,"1,338","1,087","1,045",254,711,302,"6,865"
"Rockfish, group slope.....................",,"14,424","12,299","10,642","5,717","4,749","20,456","2,396","54,074","21,446","3,929","7,616",415,"158,163"
"",Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
Fishes,,,,,,,,,,,,,,
"Rockfish, group small.....................",,207,"1,282",409,240,0,38,0,267,9,0,0,0,"2,452"
"Rockfish, kelp.................................",,87,164,0,0,184,101,253,404,376,172,36,48,"1,826"
"Rockfish, olive................................",,150,447,0,0,181,383,505,282,198,125,116,200,"2,586"
"Rockfish, pink.................................",,0,0,0,0,0,0,44,30,0,0,0,0,74
"Rockfish, quillback.........................",,51,546,9,4,713,"1,527","1,808","1,589","2,380",883,910,207,"10,627"
"Rockfish, redbanded......................",,100,15,0,0,0,312,"2,037",614,13,6,0,44,"3,141"
"Rockfish, rosethorn........................",,0,0,0,0,0,0,0,2,0,0,0,0,2
"Rockfish, rosy................................",,0,0,0,0,0,2,4,14,0,4,20,4,48
"Rockfish, speckled.........................",,0,9,0,0,0,0,0,16,0,51,4,0,80
"Rockfish, splitnose.........................",,191,2,212,369,487,141,164,44,18,11,24,4,"1,667"
"Rockfish, squarespot......................",,4,25,0,0,0,0,0,58,0,0,0,0,87
"Rockfish, starry..............................",,1,14,0,0,10,10,21,11,13,37,18,20,155
"Rockfish, treefish...........................",,104,67,0,0,102,182,427,331,160,123,141,126,"1,763"
"Rockfish, unspecified.....................",,285,"1,269",497,518,31,71,765,"2,480",518,333,140,255,"7,160"
"Rockfish, vermilion.........................",,"1,070","2,964",58,37,"3,116","4,186","5,608","4,343","5,443","6,644","1,634","1,312","36,415"
"Rockfish, widow.............................",,200,45,87,881,"9,876",691,39,406,202,346,67,0,"12,840"
"Rockfish, yelloweye........................",,0,0,0,0,0,0,46,0,0,0,0,0,46
"Rockfish, yellowtail.........................",,88,341,64,367,617,368,"1,474","3,375","5,166",438,405,157,"12,857"
Sablefish........................................,,"167,128","190,104","204,903","269,483","204,351","280,932","276,344","410,879","399,323","540,444","418,776","224,642","3,587,309"
"Salmon, Chinook............................",,0,0,0,165,"802,523","96,185","1,838,085","492,508","1,060,111","37,873",0,0,"4,327,449"
"Salmon, Roe (Chinook, Coho)...",,0,0,0,0,5,0,21,75,184,34,0,0,319
"Salmon, pink..................................",,0,0,0,0,0,0,3,0,0,0,0,0,3
Salmon...........................................,,0,0,0,0,21,0,0,435,0,0,0,0,456
"Sanddab, Pacific............................",,0,0,0,119,270,"3,614",449,677,3,0,0,0,"5,131"
"Sanddab, speckled.........................",,0,0,0,0,0,0,0,0,3,0,0,0,3
Sanddab.........................................,,"21,277","17,980","17,360","10,189","25,580","43,870","67,441","171,794","128,078",16,10,142,"503,737"
"Sardine, Pacific..............................",,"3,468,671","4,226,794","7,392,112","7,990,636","3,413,017","2,881,803","6,357,663","3,898,594","9,938,704","4,265,811","17,164,621","5,174,791","76,173,217"
Sargo.............................................,,0,0,0,0,4,0,0,9,0,0,0,0,13
"Scorpionfish, California..................",,519,871,38,0,"1,414","1,341","1,419","1,397","1,442",486,"1,561",917,"11,405"
"Sculpin, staghorn...........................",,194,113,98,3,0,91,177,25,235,"1,137",815,268,"3,155"
"Seabass, white...............................",,"2,108","4,456","20,234","1,462",963,"91,965","105,201","43,658","8,768","6,092","3,508","4,634","293,049"
Senorita..........................................,,0,0,0,0,0,0,0,0,0,10,0,0,10
"Shad, threadfin...............................",,"11,369","3,115","3,200","2,635","4,405","5,395","4,278","6,417","7,305","10,223","8,920","3,631","70,893"
"Shark, Pacific angel.......................",,892,"1,082","1,062","1,539","1,172",539,"1,024","1,716",671,598,772,"1,676","12,741"
"Shark, bigeye thresher...................",,641,0,0,0,0,0,0,233,648,"5,450","5,337",82,"12,391"
"Shark, brown smoothhound............",,696,"1,527","1,076",744,56,90,196,410,482,267,764,806,"7,113"
"Shark, gray smoothhound..............",,180,125,130,55,60,240,0,64,16,15,40,70,995
"Shark, horn....................................",,0,0,0,0,0,8,0,0,0,0,0,5,13
"Shark, leopard................................",,"1,949","3,013","3,088","3,883","1,759","1,826","1,635","2,056","1,190","1,965","1,967",850,"25,180"
"",Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
Fishes,,,,,,,,,,,,,,
"Shark, pelagic thresher..................",,0,0,0,0,0,0,34,20,0,0,539,0,593
"Shark, sevengill..............................",,0,0,0,0,95,155,66,5,29,0,72,0,422
"Shark, shortfin mako......................",,716,161,201,116,374,"6,345","15,240","5,293","2,865","8,261","8,252","2,795","50,619"
"Shark, sixgill...................................",,0,0,32,9,0,0,5,0,0,0,0,0,46
"Shark, smooth hammerhead..........",,0,0,0,0,0,0,0,0,158,0,0,0,158
"Shark, soupfin................................",,"1,990","1,166",839,"2,446","4,109","5,519","6,495","3,438","2,095","2,953",812,"1,424","33,285"
"Shark, spiny dogfish.......................",,0,0,0,965,"6,544","4,898","3,131","1,036",0,0,0,214,"16,788"
"Shark, swell....................................",,0,0,0,0,10,15,10,0,20,0,0,0,55
"Shark, thresher...............................",,"10,629",105,"1,013","5,368","9,284","27,021","6,711","4,251","10,881","33,629","75,909","46,237","231,037"
"Shark, unspecified..........................",,164,62,742,23,164,133,260,134,152,"1,840","2,458","1,004","7,135"
"Shark, white...................................",,0,0,0,0,0,350,0,60,0,0,0,0,410
"Sheephead, California....................",,"5,618","9,462",171,0,"11,921","8,554","10,926","11,840","5,021","3,626","12,573","8,871","88,581"
"Skate, unspecified..........................",,"5,039","14,069","13,617","12,006","3,847","21,129","26,806","34,421","69,879","3,857","2,627","1,970","209,266"
"Smelt, night....................................",,96,"2,624","2,134","28,397","57,269","46,233","26,846","6,088",0,857,0,0,"170,544"
"Smelt, surf......................................",,0,0,0,432,"2,959","6,966","14,250","19,257","5,109",566,0,0,"49,539"
"Smelts, true....................................",,0,0,0,0,0,0,0,290,0,0,0,0,290
"Sole, Dover....................................",,"292,054","436,256","554,073","680,590","357,582","438,414","417,141","444,237","398,254","392,843","337,335","145,713","4,894,492"
"Sole, English..................................",,"59,780","70,762","26,291","17,959","47,221","88,143","61,504","79,134","84,575",114,805,114,"536,400"
"Sole, butter.....................................",,0,0,0,7,4,5,0,0,72,0,53,0,140
"Sole, fantail....................................",,0,0,0,0,0,0,0,0,7,4,0,0,10
"Sole, petrale...................................",,"309,009","206,399","159,020","91,399","122,682","126,168","193,652","209,094","273,188",16,"3,405",3,"1,694,035"
"Sole, rex.........................................",,"37,970","74,985","53,225","57,055","40,288","33,379","24,281","52,045","38,517","18,728","21,108","17,696","469,277"
"Sole, rock.......................................",,"2,675","5,027","4,704","7,004","2,908",386,353,"4,032",570,67,8,101,"27,834"
"Sole, sand......................................",,"7,063","13,121","6,966","3,237","5,371","2,279","4,220","11,854","2,305",200,221,216,"57,052"
"Sole, unspecified............................",,"3,164","2,491","2,146","1,561","1,982","2,258","1,996","1,481","2,055",909,"1,847","2,289","24,178"
Stingray..........................................,,0,0,0,129,139,728,180,254,0,0,0,0,"1,430"
"Surfperch, barred...........................",,"1,418","2,621",765,"3,086",0,18,391,591,353,254,500,189,"10,186"
"Surfperch, black.............................",,54,128,0,0,1,0,0,32,0,0,0,7,222
"Surfperch, pile................................",,0,0,28,0,0,0,0,0,0,0,0,0,28
"Surfperch, rainbow.........................",,0,0,0,0,0,0,0,66,0,0,0,0,66
"Surfperch, redtail............................",,261,"1,271","2,467","4,928",180,0,0,"13,130","4,732",136,126,1,"27,232"
"Surfperch, rubberlip........................",,0,0,0,0,1,44,54,184,3,0,15,2,303
"Surfperch, shiner............................",,0,0,0,130,0,0,0,68,0,0,0,0,198
"Surfperch, unspecified....................",,"2,198","2,305","3,397","2,379",13,11,102,"1,583",779,"1,756","2,965","2,612","20,099"
"Surfperch, walleye..........................",,0,0,0,0,0,0,0,0,0,0,8,22,30
Swordfish.......................................,,"22,922",241,269,0,"1,059","4,681","29,581","38,339","16,337","58,742","145,142","134,106","451,420"
"Thornyhead, longspine...................",,"71,638","89,385","81,249","132,077","104,973","105,372","102,047","107,898","84,935","126,735","90,630","38,624","1,135,563"
"Thornyhead, shortspine..................",,"52,374","66,293","48,089","63,734","58,629","56,058","52,104","68,021","61,067","78,694","73,699","34,568","713,329"
Thornyheads..................................,,"1,863","3,595","2,191","5,029","3,423","1,945","8,750","6,191","3,030","2,833","1,835","2,149","42,834"
"",Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
Fishes,,,,,,,,,,,,,,
"Tuna, albacore...............................",,890,118,"2,601","5,121",0,"2,093","8,737","168,650","215,025","505,155","155,448",346,"1,064,184"
"Tuna, bigeye..................................",,0,"8,741","10,411",0,0,0,0,0,0,0,0,0,"19,152"
"Tuna, bluefin..................................",,67,0,0,0,0,0,351,"443,890",189,"3,572","7,047",359,"455,475"
"Tuna, skipjack................................",,0,57,59,"163,370","183,936",0,0,"440,452","363,947",428,209,0,"1,152,458"
"Tuna, unspecified...........................",,0,0,0,0,0,0,0,0,0,365,0,0,365
"Tuna, yellowfin...............................",,0,224,504,"94,455","311,797","9,514",174,"182,861","26,196",674,"1,214","1,576","629,189"
Turbot............................................,,198,732,242,502,323,287,168,864,460,23,0,0,"3,799"
Wahoo............................................,,0,60,0,0,0,0,0,0,0,0,0,0,60
"Whitefish, ocean.............................",,191,169,139,12,470,300,927,536,135,"1,150",403,101,"4,532"
"Whiting, Pacific..............................",,0,1,126,"2,299,290","3,663,038","882,078",78,256,17,188,249,211,"6,845,532"
"Wrasse, rock..................................",,0,0,0,0,0,0,0,1,0,0,0,0,1
Yellowtail........................................,,366,0,636,205,393,"2,175","6,661","7,029",865,"2,900",145,0,"21,374"
Zebraperch.....................................,,0,0,0,0,0,0,0,8,0,0,0,0,8
Crustaceans,,,,,,,,,,,,,,
"Crab, Dungeness...........................",,"3,448,030","1,635,717","528,285","475,690","335,754","110,217","12,951",0,0,0,"1,031,582","3,157,829","10,736,056"
"Crab, box.......................................",,0,0,12,407,142,190,62,30,0,0,0,19,862
"Crab, claws....................................",,485,378,226,55,65,45,59,94,28,42,7,64,"1,547"
"Crab, king.......................................",,0,0,4,0,0,0,0,0,0,0,0,0,4
"Crab, red rock................................",,0,0,0,388,328,0,0,0,0,0,0,0,716
"Crab, rock unspecified....................",,"61,461","59,099","75,280","92,093","84,120","106,284","127,381","120,581","109,163","69,074","68,786","89,285","1,062,607"
"Crab, shore....................................",,0,0,0,0,0,0,0,0,25,0,0,0,25
"Crab, spider...................................",,"8,715","10,567","8,708","4,562","4,567","2,500","3,382","3,628","4,027","5,645","4,725","8,997","70,022"
"Crab, tanner...................................",,60,0,0,130,0,0,0,0,0,0,0,0,190
"Crayfish, red swamp......................",,0,0,0,0,0,0,0,480,0,0,0,0,480
"Crayfish, unspecified......................",,649,989,"1,124","1,568","3,257","4,833","4,380","16,313","16,149","14,065","2,804","2,347","68,478"
"Crustacean, unspecified.................",,1,0,15,0,13,6,13,0,0,8,0,0,56
"Lobster, California spiny.................",,"120,673","74,168","29,100",0,0,0,0,0,0,"258,731","168,816","110,252","761,741"
"Prawn, ridgeback...........................",,"3,724","2,053",17,80,6,6,0,0,0,"16,272","18,494","20,589","61,241"
"Prawn, spot....................................",,"5,665","17,244","27,375","28,755","28,503","26,205","23,509","32,389","31,012","33,082","9,965","6,117","269,821"
"Shrimp, bay....................................",,"3,189","3,351","2,227",478,513,"6,012","6,037","7,072","8,714","6,892","4,484","3,862","52,831"
"Shrimp, brine..................................",,126,0,"17,965","66,290","66,429","105,922","91,677","153,834","80,420","14,650","4,126",0,"601,440"
"Shrimp, coonstriped.......................",,0,0,0,0,"15,629","10,402","10,646","10,063","9,002","4,442",0,0,"60,184"
"Shrimp, ghost.................................",,0,0,16,2,1,0,0,0,0,0,0,0,19
"Shrimp, mantis...............................",,"1,673",927,424,286,57,17,13,0,0,0,5,5,"3,407"
"Shrimp, ocean (pink).................",,0,0,0,"314,150","319,465","446,534","400,696","322,728","73,754","16,586",0,0,"1,893,913"
"Shrimp, unspecified........................",,0,0,0,236,0,0,0,0,0,0,0,3,239
Echinoderms,,,,,,,,,,,,,,
"Echinoderm, unspecified................",,2,0,5,35,5,14,25,0,5,35,15,0,141
Species,January,February,March,April,May June,,July,August September,October,,November,December,Landings
Echinoderms,,,,,,,,,,,,,
"Sea cucumber, giant red................","20,995","23,105","26,035","4,482","12,932  50,849","39,930",,"33,391  20,320","5,215",,"1,131","5,166","243,551"
"Sea cucumber, unspecified............",709,0,654,0,320  0,"1,182",,0  141,,214,0,"1,363","4,583"
"Sea cucumber, warty.....................","4,716","21,135","37,279","43,387","58,340  73,085","54,535",,"24,005  6,929",,434,"2,137","2,547","328,529"
Sea stars........................................,10,0,10,70,150  50,,312,953  939,,697,623,170,"3,984"
"Sea urchin, purple..........................",68,4,67,972,"1,136  1,374",,426,88  190,,87,"1,464",89,"5,965"
"Sea urchin, red...............................","919,798","912,219","767,284","742,149","949,746  726,011","571,604",,"1,203,666  1,208,039","1,023,110",,"1,335,616","939,360","11,298,601"
Mollusks,,,,,,,,,,,,,
"Clam, unspecified...........................",0,0,0,0,0  0,,0,0,0,218,691,0,909
"Limpet, unspecified........................",0,36,17,0,182  103,,0,0  180,,15,0,0,533
"Mollusk, unspecified.......................",853,0,10,0,31  0,,12,0  19,,11,15,0,951
Mussel...........................................,0,305,734,929,0  0,,40,0  25,,0,0,0,"2,033"
"Octopus, unspecified......................",291,562,"1,022",605,415  259,,67,386  147,,137,90,159,"4,140"
"Oyster, California native.................",0,0,0,0,0  0,"1,658",,0,0,0,0,0,"1,658"
Sea hare........................................,580,880,"1,339",862,777  817,,694,"1,125  925","1,220",,"1,093",235,"10,547"
Sea slug.........................................,0,0,0,1,0  0,,2,0,0,0,0,0,3
"Snail, sea.......................................",0,122,170,0,65  0,,0,0,0,67,34,0,458
"Snail, top........................................",146,0,2,560,40  2,,5,26,0,67,314,9,"1,171"
"Snails, moon..................................",0,0,0,0,0  38,,31,0,0,0,0,0,69
"Squid, jumbo..................................","1,220","2,137",180,0,0  0,,0,0,0,180,0,375,"4,092"
"Squid, market.................................","23,776,484","20,336,892","685,615","951,810","1,709,841  1,129,098","774,954",,"1,618,242  2,444,408","8,015,441",,"17,006,081","43,773,435","122,222,301"
"Whelk, Kellet's................................","6,648","7,800","9,827","4,537","9,702  8,488","7,732",,"11,645  9,639","11,849",,"10,225","6,766","104,858"
Plants,,,,,,,,,,,,,
"Algae, marine.................................",0,0,10,0,0  0,,5,0,0,0,0,0,15
Kelp................................................,"1,100",0,0,50,0  0,,0,0,0,20,0,0,"1,170"
Worms,,,,,,,,,,,,,
"Invertebrates, colonial....................",2,15,61,27,33  17,,67,20  135,,25,25,0,427
"Worms, marine...............................",0,0,0,0,10  0,,10,0,7,0,0,0,27
Total Pounds:,"33,985,238","30,107,736","12,905,983","20,021,295","18,138,533  13,389,472","15,203,579",,"14,900,753  20,262,612","18,471,224",,"40,074,661","54,953,150","292,414,236"
"",,,,,*******************,,,Total Records:,"115,796",,,,
"",,,,,End of Report,,,,,,,,
