"Rockfish, speckled",215,84,0,0,60,155,91,7,4,68,44,33,761
"Rockfish, splitnose",4,0,31,0,0,0,0,0,0,0,0,0,35
"Rockfish, squarespot",0,0,0,0,0,4,0,0,0,0,0,0,4
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
"Rockfish, starry",38,28,0,1,52,115,46,78,191,87,115,54,804
"Rockfish, treefish",9,1,0,0,37,17,20,22,29,14,13,15,177
"Rockfish, unspecified",0,0,0,0,0,0,0,6,33,0,0,0,39
"Rockfish, vermilion","7,885","8,505",0,38,"8,041","10,994","8,276","7,756","8,011","8,534","7,662","5,920","81,621"
"Rockfish, widow",10,7,0,0,7,18,106,6,65,136,84,51,489
"Rockfish, yellowtail",190,127,0,0,208,597,233,447,337,101,243,145,"2,627"
Sablefish,"41,388","30,182","57,603","58,304","43,468","70,058","23,257","24,776","25,127","34,676","37,232","28,436","474,507"
Salmon,0,0,0,0,61,226,0,0,0,0,0,0,287
"Salmon, Chinook",0,0,0,0,"6,265","4,516",338,0,0,0,0,0,"11,119"
Sanddab,687,"1,107",501,68,194,42,0,73,6,13,259,11,"2,961"
"Sanddab, Pacific",0,0,0,0,0,0,0,0,0,57,0,15,72
"Sardine, Pacific",8,1,0,"5,080","7,400","6,894","19,593","6,900","10,000","30,266","52,039","20,535","158,716"
"Scorpionfish, California",22,19,0,0,60,47,6,12,111,11,25,24,336
"Sculpin, staghorn",1,0,0,0,0,0,8,0,0,0,0,0,9
"Sculpin, yellowchin",0,0,0,0,0,0,1,0,15,1,0,0,18
"Seabass, white",317,520,897,"1,019",433,"27,043","33,263","10,238",181,26,134,93,"74,163"
"Shark, blue",0,40,0,0,0,0,0,0,0,0,0,0,40
"Shark, brown",22,29,16,4,4,0,8,29,0,0,0,0,112
smoothhound,,,,,,,,,,,,,
"Shark, gray",0,0,0,0,791,20,0,14,10,0,0,33,868
smoothhound,,,,,,,,,,,,,
"Shark, horn",5,0,0,0,0,0,0,0,0,0,0,0,5
"Shark, leopard",82,74,298,281,220,667,283,108,86,276,39,226,"2,640"
"Shark, Pacific angel","2,300","2,290","1,704","1,005","1,383","2,597","2,396","2,807","3,810","2,108","2,195","1,378","25,971"
"Shark, pelagic thresher",0,0,0,41,29,0,0,0,0,0,52,0,122
"Shark, sevengill",0,0,0,33,0,0,0,0,0,0,107,14,154
"Shark, shortfin mako",38,351,34,0,0,365,"1,340","1,422",41,53,60,18,"3,723"
"Shark, soupfin",274,46,88,53,460,572,906,772,"1,404","1,235",838,387,"7,036"
"Shark, spiny dogfish",44,0,230,0,0,251,41,137,45,0,0,0,749
"Shark, swell",0,0,0,0,0,8,17,24,18,0,0,0,67
"Shark, thresher",692,165,510,"1,411","4,113","3,425","4,843","1,213","1,121",712,573,180,"18,957"
"Shark, unspecified",0,0,74,94,793,"1,117",438,"1,010",675,"1,647","1,466",349,"7,663"
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
"Shark, white",50,0,0,0,0,395,172,0,0,0,0,0,617
"Sheephead, California","2,026","2,813",0,0,"1,906","5,615","3,591","3,597","4,112","1,074","1,655",989,"27,378"
"Skate, big",0,0,0,0,0,0,0,0,0,254,572,0,826
"Skate, California",0,0,0,0,0,28,30,12,43,27,46,51,237
"Skate, longnose",32,62,256,224,78,"1,053",452,134,54,362,609,0,"3,316"
"Skate, thornback",0,117,0,0,0,0,0,0,0,0,0,0,117
"Skate, unspecified",466,457,201,303,350,273,22,57,155,18,89,0,"2,390"
"Smelt, whitebait",0,0,0,35,0,0,0,0,0,0,0,0,35
"Sole, Dover",5,104,2,11,0,3,0,0,0,28,36,27,216
"Sole, English",170,451,549,312,257,260,255,182,138,317,316,246,"3,453"
"Sole, fantail",239,207,294,318,253,455,467,684,493,257,388,123,"4,177"
"Sole, petrale",4,27,16,90,146,103,11,23,20,6,0,9,454
"Sole, rex",63,47,0,0,0,0,0,4,0,0,0,0,114
"Sole, rock",91,64,64,63,56,109,74,86,58,19,16,11,709
"Sole, unspecified",25,136,276,0,83,56,16,0,25,0,0,0,618
Stingray,0,12,29,0,0,0,33,48,79,0,0,8,209
"Surfperch, rainbow",1,0,0,0,0,0,0,0,0,0,0,0,1
Swordfish,"1,554",173,0,0,0,133,"1,169","1,309","4,258","2,179","4,388",0,"15,162"
"Thornyhead, longspine",831,952,"1,601","1,753","1,314","2,964","1,710","1,303","1,968","1,280","1,115","2,071","18,862"
"Thornyhead, shortspine","11,222","10,372","18,530","13,775","14,036","22,087","6,842","5,849","8,416","9,425","10,775","12,666","143,993"
Thornyheads,527,566,"2,225","3,058",0,0,0,0,0,4,0,0,"6,379"
"Tomcod, Pacific",0,0,0,0,0,0,0,0,14,0,0,0,14
"Tuna, bluefin",276,"1,345",0,0,0,76,0,0,0,345,0,0,"2,042"
"Turbot, hornyhead",23,8,13,5,4,0,0,31,43,15,30,47,219
"Whitefish, ocean",826,194,681,492,"1,139","1,181",772,613,"1,044","1,032",778,830,"9,581"
"Whiting, Pacific",115,78,0,9,0,0,0,0,0,0,0,0,202
Yellowtail,0,40,0,209,165,"1,575","2,318","1,121",485,463,395,15,"6,787"
California Waters – Crustaceans,,,,,,,,,,,,
Species January,February,March,April,May,June,July,August,September,October,November,December,Landings
"Crab, armed box 15",0,0,0,0,15,36,0,78,0,0,0,144
"Crab, box 0",8,22,"6,607","7,184","10,292","7,460","7,926","2,043","3,032","2,933","2,093","49,599"
"Crab, brown rock 1,454","1,825","2,706","1,829",754,"1,008","1,453","1,774","7,519","3,261","2,649","4,079","30,310"
"Crab, claws 6",11,0,2,18,26,5,0,19,35,42,18,181
"Crab, Dungeness 0",0,687,457,0,0,0,0,0,0,0,0,"1,144"
"Crab, hermit 0",0,0,0,0,0,114,0,0,0,0,0,114
"Crab, king 2",2,41,74,99,60,102,149,161,55,132,309,"1,186"
"Crab, red rock 30,880","17,304","19,104","31,638","30,507","26,252","31,617","41,585","33,892","22,027","18,300","19,639","322,745"
"Crab, rock unspecified 685","5,010","4,690","9,083","4,579","7,749",91,"3,805",432,0,10,15,"36,148"
"Crab, shore 0",0,0,0,0,0,44,18,0,0,0,0,62
"Crab, southern kelp 21",0,0,0,0,0,0,0,0,0,0,0,21
"Crab, spider 4,443","4,469","3,115","2,339","1,613",920,"1,085","1,293","1,436","1,953","2,942","2,999","28,606"
"Crab, spider/sheep claws 75",0,0,76,93,12,0,0,0,70,36,30,392
"Crab, tanner 37",24,21,0,8,0,0,0,0,22,0,0,112
"Crab, yellow rock 33,441","32,191","39,823","53,318","57,138","75,922","72,848","68,476","55,571","62,500","43,900","48,069","643,196"
"Lobster, California spiny 83,828","47,799","28,503",0,0,0,0,0,248,"114,317","93,589","80,038","448,322"
"Prawn, ridgeback 49,462","61,470","59,217","40,448","14,346",306,0,0,0,"63,515","77,802","59,504","426,071"
"Prawn, spot 172","17,302","20,612","25,223","29,940","22,989","22,804","21,376","20,400","22,397",0,0,"203,214"
"Shrimp, mantis 63",136,0,0,0,0,0,0,0,0,0,0,199
"Shrimp, unspecified 96",92,92,83,124,0,0,0,0,0,3,105,595
California Waters – Echinoderms,,,,,,,,,,,,
Species January,February,March,April,May,June,July,August,September,October,November,December,Landings
"Sea cucumber, giant red 0",0,0,293,"1,415","7,616","11,174","5,471",642,482,941,0,"28,035"
"Sea cucumber, warty 3,736","9,761",0,0,0,"22,834","9,398","9,548","1,981",5,16,130,"57,409"
"Sea urchin, red 146,933","58,681","64,784","76,352","44,658","70,199","52,715","75,369","92,781","137,811","121,347","85,790","1,027,420"
"Sea urchin, purple 565",150,613,323,745,203,0,73,261,884,"1,208",601,"5,626"
California Waters – Mollusks,,,,,,,,,,,,
Species January February,,March,April,May,June,July,August,September,October,November,December,Landings
"Limpet, keyhole 91 66",,87,70,26,66,42,181,238,172,327,348,"1,714"
Mussel 0 0,,685,0,0,0,0,0,0,0,"2,004",312,"3,001"
"Octopus, unspecified 12 21",,19,13,17,2,0,0,0,14,6,5,110
"Snail, top 254 191",,200,161,141,120,0,200,129,95,125,262,"1,878"
"Snails, moom 162 166",,46,28,55,24,0,0,0,18,5,68,572
"Squid, market 1,990,328 222,262",,"2,935",25,11,"129,608","285,084","11,636",0,"988,986","2,583,908","2,895,751","9,110,533"
"Whelk, Kellet’s 738 1,380",,795,0,0,0,636,"2,655","2,012","2,003","3,354","3,241","16,814"
"California Waters Total 2,448,222 567,790",,"356,231","376,644","317,855","594,758","640,844","371,819","316,639","1,678,194","3,321,542","3,433,087","14,423,624"
"",,,,,,,,,,,,
Other Waters – Finfish,,,,,,,,,,,,
Species January February,,March,April,May,June,July,August,September,October,November,December,Landings
"Tuna, albacore 0 0",,0,0,0,0,0,0,0,205,0,0,205
Other Waters Total 0 0,,0,0,0,0,0,0,0,205,0,0,205
"",,,,,,,,,,,,
Waters South of the State – Echinoderms,,,,,,,,,,,,
Species January February,,March,April,May,June,July,August,September,October,November,Decembe,Landings
"",,,,,,,,,,,r,
"Sea urchin, red 0 0",,0,0,0,0,0,0,0,0,360,0,360
South of State Total 0 0,,0,0,0,0,0,0,0,0,360,0,360
"Grand Total: 2,448,222 567,790",,"356,231","376,644","317,855","594,758","640,844","371,819","316,639","1,678,399","3,321,902","3,433,087","14,424,189"
